"","P1PRIMPK","CHILDID","CREGION","GENDER","RACE","C1R4MSCL","WKBLACK","WKHISP","P1HFAMIL","C1CMOTOR","R1_KAGE","P1HIG_1","W1INCCAT","WKINCOME","A2TXSPEN","C1R4MPF","C1R4RPF","S2HVISIT","S2ORIENT","C7R4RPF","C7R4MPF","C6ATTLVL","P1NUMSIB"
"1",6,"0001001C",1,2,1,39.54,2,2,1,15,69.07,18,12,140000,4,3,1,1,1,NA,NA,NA,1
"2",6,"0001002C",1,2,1,44.44,2,2,1,14,77.2,1,12,120000,4,3,3,1,1,10,9,5,2
"3",6,"0001003C",1,2,1,28.57,2,2,1,12,64.1,22,12,90000,4,2,-9,1,1,NA,NA,NA,2
"4",7,"0001004C",1,1,1,26.62,2,2,1,8,65.93,18,11,60000,4,1,1,1,1,NA,NA,NA,1
"5",6,"0001005C",1,2,1,40.88,2,2,1,14,74.53,18,12,150000,4,3,1,1,1,NA,NA,NA,1
"6",6,"0001006C",1,1,1,23.57,2,2,1,12,63,20,9,50000,4,2,1,1,1,NA,NA,NA,1
"7",6,"0001007C",1,1,1,19.65,2,2,1,8,63.6,18,10,55000,4,1,1,1,1,7,6,4,1
"8",6,"0001008C",1,2,8,36.27,2,2,1,16,72.57,20,13,218000,4,3,2,1,1,10,9,NA,1
"9",6,"0001009C",1,1,1,20.82,2,2,2,11,67.73,16,6,42000,4,1,1,1,1,NA,NA,NA,0
"10",6,"0001010C",1,2,1,26.85,2,2,1,13,70.63,19,11,70000,4,2,1,1,1,9,7,4,1
"11",6,"0001011C",1,2,1,47.36,2,2,1,11,72.47,19,11,1e+05,4,3,4,1,1,NA,NA,NA,1
"12",6,"0001012C",1,1,1,62.32,2,2,1,14,68.53,20,13,140000,4,3,4,1,1,NA,NA,NA,1
"13",6,"0001013C",1,1,1,22.27,2,2,1,13,62.63,17,12,78000,4,1,1,1,1,NA,NA,NA,1
"14",6,"0001014C",1,1,1,32.57,2,2,1,10,64.1,22,12,90000,4,3,1,1,1,NA,NA,NA,2
"15",-9,"0002002C",1,1,1,15.97,2,2,3,3,76.73,-9,NA,2000,3,1,0,5,1,NA,NA,NA,2
"16",6,"0002003C",1,1,1,40.94,2,2,1,12,74.3,13,2,0,3,3,3,5,1,8,8,3,2
"17",6,"0002004C",1,2,1,33.26,2,2,1,11,65.4,18,11,50000,2,3,3,5,1,10,9,3,1
"18",0,"0002005C",1,2,3,20.32,2,1,1,7,74.7,7,4,19000,3,1,0,5,1,NA,NA,NA,4
"19",5,"0002006C",1,2,1,20.23,2,2,3,7,61.9,13,5,9000,3,1,0,5,1,8,7,5,1
"20",5,"0002007C",1,2,1,23.7,2,2,3,16,72.57,10,NA,14000,2,2,1,5,1,NA,NA,NA,1
"21",6,"0002008C",1,2,1,18.64,2,2,1,10,70.87,14,6,50000,2,1,0,5,1,8,7,4,1
"22",5,"0002009C",1,1,1,22.53,2,2,1,12,74.43,11,NA,25000,NA,2,1,5,1,NA,NA,NA,1
"23",6,"0002010C",1,1,1,20.27,2,2,2,6,75.27,15,5,18000,2,1,1,5,1,NA,NA,NA,0
"24",1,"0002011C",1,1,1,25.83,2,2,1,8,63,13,8,41000,2,2,0,5,1,NA,NA,4,1
"25",7,"0002012C",1,2,8,22.93,2,2,3,7,62.93,17,2,6000,2,2,1,5,1,NA,NA,NA,1
"26",1,"0002013C",1,1,1,21.4,2,2,3,4,79,13,NA,10000,2,1,1,5,1,NA,NA,NA,1
"27",7,"0002014C",1,1,1,13.92,2,2,1,6,73.4,13,8,35000,3,0,0,5,1,NA,NA,NA,2
"28",5,"0002015C",1,2,1,34.63,2,2,1,16,72.83,13,NA,30000,2,3,3,5,1,NA,NA,NA,1
"29",0,"0002016C",1,1,1,33.24,2,2,3,9,79,13,NA,7000,3,3,1,5,1,NA,NA,NA,1
"30",7,"0002017C",1,2,1,29.9,2,2,1,9,63.97,13,NA,30000,2,2,2,5,1,NA,NA,NA,1
"31",7,"0002018C",1,2,1,25.87,2,2,1,8,68.17,16,9,55000,3,2,2,5,1,10,6,5,2
"32",5,"0002019C",1,1,1,27.04,2,2,1,16,78.07,16,5,24000,2,1,1,5,1,9,8,4,3
"33",5,"0002020C",1,1,1,30.43,2,2,1,12,76.5,13,NA,15000,2,2,1,5,1,NA,NA,NA,4
"34",6,"0002021C",1,2,1,25.25,2,2,1,16,71.2,13,1,9600,2,1,0,5,1,NA,NA,NA,6
"35",0,"0002022C",1,2,1,44.52,2,2,2,12,78.37,13,6,21000,2,3,5,5,1,9,9,4,0
"36",0,"0002023C",1,1,8,21.08,1,2,4,10,68.3,16,7,27000,3,1,0,5,1,NA,NA,NA,0
"37",2,"0002024C",1,2,1,24.71,2,2,1,9,66.5,13,8,54000,3,2,0,5,1,8,7,4,1
"38",7,"0005001C",1,1,5,32.3,2,2,1,11,70.63,13,NA,22000,3,2,1,3,1,NA,NA,NA,1
"39",5,"0005002C",1,1,3,20.98,2,1,1,12,76.73,11,NA,40000,3,1,0,3,1,NA,NA,NA,2
"40",6,"0005003C",1,2,1,NA,2,2,4,NA,-9,16,NA,13000,3,NA,NA,3,1,NA,NA,NA,0
"41",0,"0005004C",1,2,3,18.14,1,1,3,8,66.23,11,1,8736,3,1,0,3,1,8,7,4,2
"42",5,"0005005C",1,2,1,29.41,2,2,4,10,78.13,13,3,15000,3,2,2,3,1,NA,NA,NA,0
"43",5,"0005006C",1,2,1,21.03,2,2,1,6,72.5,13,1,12000,3,1,1,3,1,8,7,3,1
"44",8,"0005007C",1,1,1,16.35,2,2,3,10,71.63,7,NA,23000,3,1,0,3,1,NA,NA,NA,1
"45",5,"0005008C",1,2,1,NA,2,2,3,NA,-9,11,NA,3700,NA,NA,NA,3,1,NA,NA,NA,2
"46",7,"0005009C",1,2,1,27.45,2,2,1,10,69.97,13,NA,7000,3,2,1,3,1,9,6,3,1
"47",7,"0005010C",1,1,1,25.85,2,2,1,13,64.63,11,NA,36000,3,2,0,3,1,NA,NA,NA,1
"48",1,"0005011C",1,2,8,17.62,1,2,1,9,68.87,9,NA,21000,3,1,0,3,1,NA,NA,3,3
"49",NA,"0005012C",1,1,1,27.5,NA,NA,NA,9,61.47,NA,NA,NA,3,2,1,3,1,NA,NA,NA,NA
"50",0,"0005013C",1,1,8,20.95,1,2,1,12,74.93,13,NA,15000,3,1,0,3,1,NA,NA,NA,4
"51",0,"0005014C",1,1,1,13.05,2,2,1,11,64.6,13,NA,75000,NA,0,0,3,1,NA,NA,NA,2
"52",6,"0005015C",1,1,1,13.48,2,2,4,3,74.97,11,1,3300,3,0,-9,3,1,NA,NA,NA,0
"53",1,"0005016C",1,2,1,14.02,2,2,3,9,61.9,13,4,18000,3,0,0,3,1,7,7,4,1
"54",5,"0005017C",1,2,4,17.59,2,1,1,9,74.93,16,NA,20000,3,1,0,3,1,NA,NA,NA,4
"55",6,"0005018C",1,2,8,15.65,2,2,4,11,64.23,13,NA,13000,3,1,0,3,1,NA,NA,NA,0
"56",4,"0005019C",1,1,1,18.19,2,2,1,9,67.1,8,3,13000,3,1,0,3,1,NA,NA,NA,2
"57",5,"0005020C",1,2,7,12.38,2,2,3,7,62.6,11,NA,4000,3,0,0,3,1,NA,NA,3,4
"58",0,"0005021C",1,1,2,12.45,1,2,3,7,67.4,10,3,11000,3,0,0,3,1,NA,NA,NA,3
"59",5,"0005022C",1,2,1,18.65,2,2,3,7,65.47,13,NA,15000,3,1,0,3,1,NA,NA,NA,2
"60",5,"0005023C",1,1,1,15.28,2,2,3,9,61.8,13,2,8800,3,1,0,3,1,NA,NA,NA,2
"61",5,"0005024C",1,1,1,11.74,2,2,3,10,61.87,17,NA,15000,NA,0,0,3,1,NA,NA,NA,2
"62",1,"0005025C",1,2,8,17.34,1,2,1,6,68.87,9,NA,21000,3,1,0,3,1,NA,NA,2,3
"63",6,"0006001C",1,2,5,22.12,2,2,1,14,66.6,13,NA,13000,3,1,1,1,2,9,9,4,2
"64",7,"0006002C",1,1,5,-1,2,2,1,-1,69.37,13,NA,11000,3,-1,-1,1,2,-9,7,5,1
"65",6,"0006003C",1,1,1,33.97,2,2,1,10,63.67,18,11,85000,3,3,2,1,2,7,6,4,1
"66",1,"0006004C",1,2,1,27.35,2,2,2,17,67.87,17,NA,15000,3,2,2,1,2,NA,NA,NA,0
"67",8,"0006005C",1,1,1,40.17,2,2,1,11,72.1,13,10,55000,3,3,2,1,2,NA,NA,5,2
"68",1,"0006006C",1,2,1,19.79,2,2,1,11,65.67,13,NA,15000,3,1,1,1,2,NA,NA,NA,3
"69",0,"0006007C",1,1,1,13.36,2,2,3,8,68.03,13,7,13000,3,0,0,1,2,7,6,3,2
"70",0,"0006008C",1,1,1,22.22,2,2,1,13,68.8,14,NA,15000,3,1,1,1,2,NA,NA,NA,2
"71",5,"0006009C",1,2,1,30.7,2,2,1,5,68.8,18,NA,26000,3,3,2,1,2,NA,NA,NA,3
"72",5,"0006010C",1,2,1,28.58,2,2,4,11,66,7,3,12000,3,2,-9,1,2,10,7,3,0
"73",6,"0006011C",1,1,1,13.96,2,2,1,4,62.03,13,6,40000,3,0,0,1,2,9,9,3,1
"74",5,"0006012C",1,2,1,20.13,2,2,1,16,66.27,13,7,32000,3,1,1,1,2,9,7,4,1
"75",4,"0006013C",1,1,1,23.93,2,2,1,10,71.87,9,6,32000,3,2,0,1,2,NA,NA,NA,1
"76",5,"0006014C",1,2,1,23.62,2,2,3,7,72.63,13,2,10000,3,2,1,1,2,NA,NA,NA,2
"77",0,"0006015C",1,1,1,12.41,2,2,3,2,65.53,13,NA,5000,3,0,0,1,2,8,6,3,1
"78",5,"0006016C",1,2,1,27.56,2,2,1,17,76.7,13,4,8000,3,2,2,1,2,NA,NA,NA,4
"79",4,"0006017C",1,2,1,26.65,2,2,1,13,65.6,13,9,39000,3,2,2,1,2,8,7,5,2
"80",0,"0006018C",1,1,1,17.83,2,2,4,10,64.73,8,NA,18000,NA,1,0,1,2,NA,NA,NA,0
"81",2,"0006019C",1,1,3,12.2,2,1,3,9,62.5,7,1,25000,3,0,0,1,2,NA,NA,NA,1
"82",4,"0006020C",1,1,1,27.14,2,2,1,15,67.3,13,NA,10000,3,2,1,1,2,NA,NA,NA,1
"83",5,"0006021C",1,2,4,19.61,2,1,4,4,64.6,12,NA,13000,3,1,0,1,2,NA,NA,NA,0
"84",2,"0006022C",1,1,1,21.46,2,2,4,6,62.37,8,1,9000,3,1,0,1,2,7,7,5,0
"85",5,"0006023C",1,1,3,18.5,1,1,4,5,64.83,10,1,600,3,1,1,1,2,NA,NA,NA,0
"86",5,"0006024C",1,1,1,21.48,2,2,1,3,71.4,17,NA,50000,NA,1,0,1,2,NA,NA,NA,1
"87",5,"0006025C",1,1,1,25.86,2,2,1,5,68.8,18,NA,26000,3,2,2,1,2,NA,NA,NA,3
"88",7,"0007001C",1,1,1,29.17,2,2,1,14,74.97,16,10,52000,3,2,1,1,1,NA,NA,NA,1
"89",6,"0007002C",1,1,1,33.78,2,2,3,16,65.3,18,12,106000,3,3,1,1,1,9,6,4,2
"90",0,"0007003C",1,2,1,24.32,2,2,1,9,67.53,18,11,80000,3,1,2,1,1,NA,NA,NA,2
"91",4,"0007004C",1,1,1,43.2,2,2,1,14,66.43,17,12,110000,3,4,5,1,1,8,9,3,1
"92",8,"0007005C",1,1,1,22.73,2,2,1,8,63.93,16,NA,18000,3,1,-9,1,1,NA,NA,NA,2
"93",2,"0007006C",1,2,1,23.78,2,2,1,13,64.83,18,11,65000,3,1,2,1,1,9,7,4,1
"94",4,"0007007C",1,2,1,21.04,2,2,1,9,62.5,13,9,36000,3,1,1,1,1,NA,NA,NA,1
"95",4,"0007008C",1,1,1,26.18,2,2,1,10,71.9,18,12,110000,3,2,1,1,1,9,8,4,2
"96",4,"0007009C",1,2,1,20.27,2,2,2,7,64.47,13,12,110000,3,1,2,1,1,8,7,5,0
"97",2,"0007010C",1,1,1,13.33,2,2,1,10,68.9,19,10,65000,3,0,0,1,1,9,7,3,4
"98",6,"0007011C",1,1,1,19.83,2,2,1,12,70.5,12,NA,12000,3,1,0,1,1,NA,NA,NA,2
"99",6,"0007012C",1,1,1,46.38,2,2,1,10,69.47,19,NA,43000,3,4,2,1,1,NA,NA,NA,1
"100",6,"0007013C",1,1,1,43.91,2,2,1,16,64.63,22,11,80000,3,3,3,1,1,NA,NA,NA,1
"101",1,"0007014C",1,2,1,29.05,2,2,1,12,70,16,NA,45000,3,2,2,1,1,NA,NA,NA,1
"102",7,"0007015C",1,2,1,21.88,2,2,2,10,64.27,13,10,45000,3,1,0,1,1,NA,NA,3,0
"103",0,"0007016C",1,1,1,16.91,2,2,1,10,66.03,13,10,60000,3,1,0,1,1,NA,NA,5,2
"104",6,"0007017C",1,2,1,47.72,2,2,1,14,64.87,18,12,120000,3,4,3,1,1,10,8,5,2
"105",6,"0007018C",1,1,1,34.71,2,2,1,15,72.5,18,12,85000,3,3,3,1,1,9,9,5,1
"106",6,"0007019C",1,1,1,28.82,2,2,1,12,68.93,17,NA,55000,3,2,1,1,1,NA,NA,NA,2
"107",8,"0007020C",1,2,1,47.11,2,2,3,16,71.3,18,NA,27000,3,4,4,1,1,NA,NA,NA,1
"108",6,"0007021C",1,2,1,22.45,2,2,1,13,63.13,18,10,60000,3,1,1,1,1,NA,NA,NA,2
"109",6,"0007022C",1,2,1,30.8,2,2,1,11,66.73,18,NA,56000,3,2,2,1,1,9,8,4,1
"110",6,"0007023C",1,1,1,28.51,2,2,1,12,64.53,17,10,120000,3,3,1,1,1,8,8,4,2
"111",7,"0007024C",1,2,1,29.19,2,2,1,14,68.03,17,NA,30000,3,2,2,1,1,NA,NA,NA,1
"112",2,"0009001C",1,2,1,16.15,2,2,3,2,66.23,11,4,3000,3,1,0,4,1,8,6,4,2
"113",5,"0009002C",1,1,1,14.34,2,2,1,11,64.7,13,3,31000,3,1,0,4,1,7,6,NA,5
"114",7,"0009003C",1,2,1,20.68,2,2,3,5,69.1,20,11,33000,3,-9,-9,4,1,8,7,3,1
"115",0,"0009004C",1,1,1,25.37,2,2,1,8,74.1,8,5,25000,3,2,0,4,1,NA,NA,NA,3
"116",2,"0009005C",1,2,1,29.48,2,2,1,10,69.77,14,4,16000,3,2,0,4,1,7,6,3,2
"117",7,"0009007C",1,2,1,23.87,2,2,2,10,65.47,13,4,23000,3,2,0,4,1,7,3,4,0
"118",7,"0009008C",1,2,1,22.37,2,2,1,9,61.53,13,9,68000,3,2,0,4,1,9,7,3,1
"119",4,"0009009C",1,2,1,25.84,2,2,3,8,63.33,13,4,17000,3,2,2,4,1,NA,NA,NA,1
"120",7,"0009010C",1,1,1,26.34,2,2,1,8,63.43,13,10,65000,3,2,1,4,1,8,6,3,1
"121",4,"0009011C",1,2,1,NA,2,2,1,NA,-9,18,11,88000,3,NA,NA,4,1,4,4,NA,2
"122",2,"0009012C",1,1,1,26.29,2,2,1,15,72.8,16,6,32000,3,2,1,4,1,NA,NA,NA,1
"123",4,"0009013C",1,2,1,28.62,2,2,1,15,67.87,16,11,89000,3,2,1,4,1,8,8,5,2
"124",6,"0009014C",1,2,1,27.38,2,2,2,14,69.5,13,11,75000,3,2,1,4,1,8,5,4,0
"125",4,"0009015C",1,1,1,18.65,2,2,1,6,65.57,13,8,40000,3,1,1,4,1,NA,NA,NA,2
"126",8,"0009016C",1,1,1,NA,2,2,4,NA,-9,16,NA,60000,NA,NA,NA,4,1,NA,NA,NA,0
"127",NA,"0009017C",1,2,1,28.46,2,2,NA,14,72.4,NA,5,44000,3,2,1,4,1,8,9,4,NA
"128",5,"0009018C",1,1,1,21.56,2,2,1,8,76.03,13,6,20000,3,2,1,4,1,6,4,3,2
"129",6,"0009019C",1,1,1,12.62,2,2,3,1,64.03,16,5,20000,3,0,0,4,1,NA,NA,NA,1
"130",0,"0009020C",1,2,1,13.93,2,2,1,7,62.57,15,7,33000,3,0,0,4,1,8,6,3,1
"131",6,"0009021C",1,2,1,NA,2,2,3,NA,-9,15,3,8600,NA,NA,NA,4,1,NA,NA,NA,2
"132",4,"0009022C",1,1,1,45.19,2,2,1,13,66.87,18,10,62000,3,4,3,4,1,NA,NA,NA,2
"133",0,"0009024C",1,1,1,27.13,2,2,2,9,73.17,13,10,49000,3,2,0,4,1,-9,7,3,0
"134",5,"0009025C",1,2,1,15.14,2,2,1,8,64.67,13,3,31000,3,1,0,4,1,NA,NA,NA,5
"135",7,"0009026C",1,2,1,17.28,2,2,3,3,69.1,20,11,33000,3,1,1,4,1,7,6,4,1
"136",6,"0010001C",1,1,1,13.24,2,2,1,4,74.03,13,4,18000,4,0,0,2,2,NA,NA,NA,1
"137",6,"0010002C",1,1,1,28.93,2,2,1,16,64.57,17,3,30000,4,2,1,2,2,NA,NA,NA,1
"138",0,"0010003C",1,1,1,30.77,2,2,1,12,69,14,9,40000,4,2,-9,2,2,NA,NA,NA,1
"139",6,"0010004C",1,1,1,29.01,2,2,3,9,70.63,9,2,14000,4,2,0,2,2,8,7,4,1
"140",5,"0010005C",1,2,1,19.71,2,2,1,12,79,17,5,23000,4,2,0,2,2,5,5,NA,1
"141",4,"0010006C",1,2,1,17.61,2,2,1,13,74.13,11,6,58000,4,1,0,2,2,8,5,3,2
"142",0,"0010007C",1,2,1,24.19,2,2,1,11,70,13,4,19000,4,2,1,2,2,9,7,3,1
"143",5,"0010008C",1,2,1,13,2,2,1,8,68.9,13,1,475,4,0,0,2,2,6,5,2,1
"144",5,"0010009C",1,1,1,25.78,2,2,1,10,73.5,13,2,8000,4,2,3,2,2,NA,NA,NA,3
"145",5,"0010010C",1,2,1,17.41,2,2,4,12,65.27,13,1,3800,4,1,0,2,2,8,6,3,0
"146",2,"0010011C",1,1,1,19.39,2,2,1,6,66.03,11,3,12000,4,1,0,2,2,6,5,5,2
"147",6,"0010012C",1,2,3,22.2,2,1,1,15,69.97,15,8,19000,4,2,1,2,2,NA,NA,NA,1
"148",5,"0010013C",1,1,1,12.86,2,2,2,11,76.53,13,7,50000,4,0,-9,2,2,NA,NA,NA,0
"149",4,"0010014C",1,2,1,19.84,2,2,3,14,63.17,14,10,18000,4,1,2,2,2,NA,NA,NA,1
"150",6,"0010015C",1,2,1,25.48,2,2,1,11,76.1,15,11,35000,4,2,1,2,2,8,6,4,3
"151",7,"0010016C",1,2,1,20,2,2,1,-9,68.97,11,8,35000,4,1,2,2,2,8,6,3,3
"152",6,"0010017C",1,1,1,18.76,2,2,1,7,66.7,13,10,60000,4,1,0,2,2,8,7,4,2
"153",6,"0010018C",1,2,1,29.53,2,2,1,14,62.1,15,12,110000,4,2,3,2,2,9,9,5,2
"154",4,"0010019C",1,1,8,21.63,2,2,1,13,65,17,7,19000,4,1,0,2,2,9,8,5,1
"155",2,"0010020C",1,1,1,20.86,2,2,1,7,64.87,14,5,23000,4,2,0,2,2,8,6,2,1
"156",0,"0010021C",1,2,1,20.3,2,2,1,11,65.77,13,6,26000,4,1,1,2,2,7,6,NA,3
"157",5,"0010022C",1,2,7,21.42,2,2,3,9,71.43,16,5,30000,4,1,0,2,2,8,8,3,5
"158",6,"0010023C",1,1,1,28.15,2,2,1,10,68.83,17,9,54000,4,2,0,2,2,NA,NA,NA,1
"159",NA,"0010024C",1,1,1,17.88,NA,NA,NA,5,62.3,NA,NA,NA,NA,1,0,2,2,7,8,2,NA
"160",7,"0011001C",1,2,1,28.5,2,2,2,13,73.2,17,9,50000,3,2,-9,1,1,8,7,NA,0
"161",0,"0011002C",1,2,1,36.98,2,2,1,14,70.77,17,10,60000,3,3,3,1,1,9,7,4,2
"162",4,"0011003C",1,1,1,33.19,2,2,2,8,68.93,14,10,65000,3,3,1,1,1,NA,NA,NA,0
"163",3,"0011004C",1,2,1,28.69,2,2,1,11,62.3,20,12,2e+05,3,2,0,1,1,9,9,5,2
"164",NA,"0011005C",1,2,1,16.44,NA,NA,NA,5,65.93,NA,NA,NA,3,1,0,1,1,NA,NA,NA,NA
"165",5,"0011006C",1,2,1,19.65,2,2,2,7,66.33,17,5,35000,3,1,1,1,1,7,7,4,0
"166",0,"0011007C",1,1,1,26.2,2,2,1,12,78.6,14,10,33000,3,2,1,1,1,10,7,4,2
"167",7,"0011008C",1,1,1,29.47,2,2,1,11,64.33,14,7,35000,3,3,1,1,1,-9,6,2,1
"168",0,"0011009C",1,2,1,24.6,2,2,1,15,76.97,13,9,50000,3,-9,0,1,1,8,5,3,2
"169",6,"0011010C",1,1,1,19.57,2,2,1,11,63.6,17,8,40000,3,1,1,1,1,8,6,5,1
"170",4,"0011011C",1,1,1,21.07,2,2,1,10,67.7,17,10,60000,3,1,1,1,1,8,7,5,1
"171",0,"0011012C",1,1,1,24.17,2,2,4,14,66.4,10,5,25000,3,2,1,1,1,8,7,3,0
"172",6,"0011013C",1,1,1,41.79,2,2,1,13,79,13,9,57000,3,2,1,1,1,NA,NA,5,2
"173",0,"0011014C",1,1,1,19.77,2,2,1,9,72.37,14,9,46000,3,1,0,1,1,9,8,5,1
"174",6,"0011015C",1,1,1,17.97,2,2,1,9,69.9,16,NA,40000,3,1,0,1,1,NA,NA,NA,1
"175",6,"0011017C",1,2,1,19.64,2,2,1,12,64.57,16,9,45000,3,1,1,1,1,7,9,2,1
"176",1,"0011018C",1,1,1,20.39,2,2,1,11,61.77,13,8,40000,3,1,0,1,1,8,7,4,1
"177",6,"0011019C",1,2,1,18.58,2,2,1,13,71.53,16,10,54000,3,1,0,1,1,8,7,3,1
"178",6,"0011020C",1,1,3,40.64,2,1,2,15,73.1,17,10,60000,3,3,3,1,1,8,9,3,0
"179",4,"0011021C",1,2,1,24.98,2,2,1,12,71.9,13,12,70000,3,2,1,1,1,NA,NA,3,2
"180",4,"0011022C",1,1,1,18.07,2,2,1,5,63.2,13,6,18000,3,1,0,1,1,6,6,3,2
"181",0,"0011023C",1,2,1,19.78,2,2,2,12,64.33,11,9,45000,3,1,1,1,1,9,7,3,0
"182",6,"0011024C",1,1,1,40.11,2,2,1,12,63.8,18,11,90000,3,3,3,1,1,10,8,5,1
"183",6,"0013001C",1,2,1,45.53,2,2,2,13,65.9,20,7,45000,4,4,3,-9,1,10,9,5,0
"184",6,"0013003C",1,1,1,55.17,2,2,1,10,67.27,16,11,45000,4,4,2,-9,1,NA,NA,NA,1
"185",NA,"0013004C",1,1,1,39.9,NA,NA,NA,11,79,NA,NA,NA,NA,3,3,-9,1,NA,NA,NA,NA
"186",6,"0013005C",1,2,1,47.25,2,2,1,14,73.6,18,12,1e+05,4,4,4,-9,1,9,9,4,1
"187",6,"0013006C",1,2,1,36.37,2,2,1,13,66.63,22,12,2e+05,4,3,3,-9,1,NA,NA,NA,2
"188",0,"0013007C",1,1,1,35.33,2,2,1,12,75.67,18,NA,87000,4,3,1,-9,1,NA,NA,NA,3
"189",6,"0013008C",1,2,1,44.39,2,2,2,9,69.4,20,12,80000,4,3,4,-9,1,NA,NA,NA,0
"190",6,"0013009C",1,1,1,37.89,2,2,1,14,69.03,20,10,70000,4,3,2,-9,1,NA,NA,NA,1
"191",0,"0014001C",1,1,1,21.31,2,2,2,12,66.03,15,9,47000,3,1,0,1,2,8,9,3,0
"192",2,"0014002C",1,2,1,17.33,2,2,1,10,63.23,13,6,25000,3,1,0,1,2,9,7,3,1
"193",6,"0014003C",1,2,1,28.91,2,2,1,12,71.27,13,6,35000,3,2,1,1,2,NA,NA,NA,2
"194",NA,"0014004C",1,1,1,13.39,2,2,NA,15,63.07,NA,6,38000,3,0,0,1,2,NA,NA,NA,NA
"195",4,"0015001C",1,1,6,18.21,2,2,1,4,63.57,16,8,40000,3,1,1,1,1,7,8,5,1
"196",0,"0015002C",1,1,1,46.35,2,2,1,15,73.4,15,NA,55000,3,4,1,1,1,NA,NA,NA,2
"197",4,"0015003C",1,1,1,26.73,2,2,1,11,66.5,13,8,25000,3,2,1,1,1,NA,NA,NA,1
"198",5,"0015004C",1,1,1,17.45,2,2,1,6,63.43,13,4,13000,3,1,0,1,1,NA,NA,4,2
"199",5,"0015005C",1,2,1,31.02,2,2,3,9,64.93,13,2,10000,3,3,3,1,1,NA,NA,NA,1
"200",3,"0015006C",1,1,1,29.58,2,2,1,15,76.8,16,8,37000,3,2,0,1,1,7,7,NA,1
"201",NA,"0015007C",1,2,1,NA,2,2,NA,NA,-9,NA,NA,12000,NA,NA,NA,1,1,NA,NA,3,NA
"202",0,"0015008C",1,2,1,15.54,2,2,1,7,63.27,13,1,36000,3,1,0,1,1,NA,NA,NA,1
"203",0,"0015009C",1,2,1,17.83,2,2,1,15,72.97,12,3,15000,3,1,0,1,1,NA,NA,2,1
"204",6,"0015010C",1,1,1,38.35,2,2,1,17,77.93,13,5,75000,3,3,2,1,1,NA,NA,NA,1
"205",NA,"0015011C",1,1,1,32.74,NA,NA,NA,13,64.57,NA,10,NA,3,2,2,1,1,NA,NA,NA,NA
"206",5,"0015012C",1,1,1,21.3,2,2,2,15,73.97,13,3,70000,3,1,0,1,1,NA,NA,NA,0
"207",NA,"0015013C",1,1,1,26.68,2,2,NA,14,62.9,NA,NA,10000,3,2,1,1,1,NA,NA,NA,NA
"208",7,"0015014C",1,2,1,31.2,2,2,1,17,64.2,16,8,33000,3,3,2,1,1,9,8,3,1
"209",4,"0015015C",1,2,1,26.98,2,2,1,9,63.5,13,NA,45000,3,2,1,1,1,NA,NA,NA,2
"210",1,"0015016C",1,1,1,15.98,2,2,1,14,70.03,13,4,10000,3,1,0,1,1,NA,NA,NA,3
"211",5,"0015017C",1,1,1,12.55,2,2,1,9,73.57,7,2,10000,3,0,0,1,1,NA,NA,3,3
"212",5,"0015018C",1,1,1,26.72,2,2,3,-9,70.13,14,6,14000,3,2,0,1,1,NA,NA,NA,2
"213",8,"0015019C",1,2,1,28.63,2,2,1,16,68.23,16,7,37000,3,2,3,1,1,8,7,4,1
"214",6,"0015020C",1,2,1,37.81,2,2,1,15,79,19,8,35000,3,3,3,1,1,8,7,3,1
"215",2,"0015021C",1,2,1,17.83,2,2,2,8,69.67,9,6,35000,3,1,0,1,1,NA,NA,NA,0
"216",6,"0015022C",1,1,1,13.38,2,2,1,6,63.37,13,2,10000,3,0,0,1,1,NA,NA,NA,2
"217",7,"0015023C",1,1,1,13.29,2,2,3,7,68.6,13,NA,50000,3,0,0,1,1,5,6,2,2
"218",NA,"0015024C",1,1,1,21.05,NA,NA,NA,8,63.37,NA,NA,NA,3,2,0,1,1,NA,NA,NA,NA
"219",5,"0015025C",1,1,1,28.78,2,2,3,14,72.53,16,3,12000,3,2,0,1,1,8,7,5,2
"220",1,"0015026C",1,1,1,36.24,2,2,2,11,77.37,18,9,50000,3,-9,1,1,1,9,8,4,0
"221",6,"0016001C",1,1,1,39.55,2,2,1,13,74.9,13,9,50000,4,3,1,-9,1,NA,NA,3,2
"222",6,"0016002C",1,1,1,17.4,2,2,1,5,65.57,13,NA,10200,NA,1,0,-9,1,NA,NA,NA,1
"223",6,"0016003C",1,2,1,33.25,2,2,1,11,63.2,13,NA,8000,NA,2,1,-9,1,NA,NA,NA,4
"224",2,"0016004C",1,2,1,28.63,2,2,2,13,67.9,13,6,35000,4,2,1,-9,1,7,6,3,0
"225",6,"0016005C",1,1,1,17.99,2,2,2,12,62.93,14,NA,30000,NA,1,0,-9,1,NA,NA,NA,0
"226",0,"0016006C",1,1,1,17.85,2,2,1,9,72.43,13,NA,40000,4,1,0,-9,1,NA,NA,NA,1
"227",-9,"0016007C",1,2,1,20.42,2,2,1,6,70.17,10,6,16776,4,1,0,-9,1,NA,NA,NA,2
"228",2,"0016008C",1,1,1,12.72,2,2,1,4,67.87,9,5,31000,4,0,0,-9,1,5,4,3,2
"229",6,"0016009C",1,1,1,18.03,2,2,1,16,69,13,6,30000,4,1,0,-9,1,8,6,4,1
