"","P1PRIMPK","CHILDID","CREGION","GENDER","RACE","C1R4MSCL","WKBLACK","WKHISP","P1HFAMIL","C1CMOTOR","R1_KAGE","P1HIG_1","W1INCCAT","WKINCOME","A2TXSPEN","C1R4MPF","C1R4RPF","S2HVISIT","S2ORIENT","C7R4RPF","C7R4MPF","C6ATTLVL","P1NUMSIB"
"16961",0,"1149017C",4,1,4,21.99,2,1,1,14,70.23,5,4,30000,3,1,-1,2,2,NA,NA,3,3
"16962",5,"1149018C",4,2,4,11.77,2,1,1,4,67.4,12,NA,34000,3,0,-1,2,2,NA,NA,NA,1
"16963",0,"1149019C",4,1,4,15.96,2,1,1,8,60.47,6,5,40000,NA,1,-1,2,2,5,6,3,5
"16964",NA,"1149020C",4,1,4,16.65,2,1,NA,11,66.07,NA,5,27000,2,1,-1,2,2,7,7,4,NA
"16965",0,"1149021C",4,1,4,17.84,2,1,1,12,68.53,6,3,11000,-1,1,-1,2,2,NA,NA,NA,2
"16966",NA,"1149022C",4,2,4,18.1,2,1,NA,8,64.23,NA,4,12000,NA,1,-1,2,2,NA,NA,NA,NA
"16967",1,"1149023C",4,1,4,16.94,2,1,4,8,59.73,13,9,31000,3,1,1,2,2,NA,NA,4,0
"16968",3,"1149024C",4,2,4,21.13,2,1,1,15,62.77,9,6,20000,-1,1,-1,2,2,10,8,4,2
"16969",0,"1149025C",4,1,4,13.19,2,1,5,12,66.97,13,NA,9600,3,0,0,2,2,NA,NA,NA,1
"16970",NA,"1149040C",NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16971",NA,"1149041C",NA,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16972",NA,"1154001C",4,2,5,25.03,NA,NA,NA,15,65.73,NA,NA,NA,3,2,1,3,1,7,6,3,NA
"16973",6,"1154002C",4,2,6,NA,2,2,1,NA,-9,17,9,31928,3,NA,NA,3,1,NA,NA,NA,2
"16974",5,"1154003C",4,1,5,15.36,2,2,1,8,70.97,20,NA,32000,3,1,0,3,1,7,6,3,1
"16975",5,"1154004C",4,1,5,21.41,2,2,1,13,66.47,18,NA,21000,3,1,0,3,1,8,7,4,2
"16976",NA,"1154005C",4,1,5,17.42,2,2,NA,15,68.37,NA,3,11000,NA,1,-1,3,1,8,8,3,NA
"16977",1,"1154006C",4,1,5,NA,2,2,1,NA,-9,7,5,26000,NA,NA,NA,3,1,NA,NA,4,4
"16978",NA,"1154007C",4,1,3,30.04,2,1,NA,14,58.9,NA,4,21000,3,2,2,3,1,NA,NA,4,NA
"16979",NA,"1154008C",4,1,4,28.74,NA,NA,NA,13,65.8,NA,NA,NA,NA,2,1,3,1,NA,NA,NA,NA
"16980",4,"1154009C",4,1,4,14.21,2,1,1,3,60.13,1,3,8000,3,1,-1,3,1,NA,NA,2,5
"16981",5,"1154010C",4,1,4,23.41,2,1,1,13,69.8,6,6,25000,3,2,-1,3,1,NA,NA,4,3
"16982",5,"1154011C",4,1,4,11.09,2,1,1,11,63.03,13,9,40000,3,0,-1,3,1,8,8,NA,1
"16983",4,"1154012C",4,2,1,21.31,2,2,1,15,67.7,18,11,70000,3,2,0,3,1,NA,NA,NA,2
"16984",2,"1154013C",4,1,3,12.82,2,1,1,12,66.73,6,4,17000,3,0,-1,3,1,NA,NA,NA,1
"16985",6,"1154014C",4,2,3,15.99,2,1,1,10,64.03,6,3,12000,3,1,-1,3,1,8,6,NA,3
"16986",5,"1154015C",4,1,3,22.79,2,1,1,12,68.53,2,4,9000,NA,2,-1,3,1,7,7,4,1
"16987",6,"1154016C",4,2,3,17.58,2,1,1,13,65.3,16,9,42000,NA,1,-1,3,1,NA,NA,3,1
"16988",6,"1154017C",4,1,3,15.41,2,1,1,14,66.27,6,NA,21000,NA,0,-1,3,1,NA,NA,NA,3
"16989",5,"1154018C",4,2,4,NA,2,1,2,NA,-9,16,NA,19000,NA,NA,NA,3,1,6,6,3,0
"16990",5,"1154020C",4,1,4,13.52,2,1,1,15,68.5,4,3,25000,NA,0,0,3,1,8,7,3,6
"16991",NA,"1154021C",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,7,3,NA
"16992",NA,"1154022C",4,1,3,17.2,NA,NA,NA,13,69.2,NA,3,NA,NA,1,-1,3,1,6,6,3,NA
"16993",5,"1154023C",4,2,3,20.71,2,1,2,16,66.8,6,4,14000,3,1,-1,3,1,NA,NA,3,0
"16994",5,"1154024C",4,1,4,10.98,2,1,1,10,60.33,6,2,10000,3,0,0,3,1,NA,NA,NA,2
"16995",NA,"1154040C",NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16996",0,"1155002C",4,1,1,15.82,2,2,1,7,66.87,13,NA,23000,NA,1,0,4,2,NA,NA,NA,2
"16997",2,"1155003C",4,2,6,25.71,2,2,1,17,66.7,16,7,50000,3,2,2,4,2,9,8,2,2
"16998",NA,"1155004C",4,1,1,16.88,NA,NA,NA,12,68.4,NA,NA,NA,3,1,0,4,2,NA,NA,NA,NA
"16999",7,"1155005C",4,1,4,21.86,2,1,1,14,69.53,16,7,19700,3,1,-1,4,2,8,8,3,1
"17000",5,"1155006C",4,1,4,17.68,2,1,3,12,67.27,12,7,15000,3,1,0,4,2,6,7,3,2
"17001",8,"1155007C",4,2,4,16.78,2,1,1,13,69.5,6,3,3500,3,1,-1,4,2,NA,NA,NA,1
"17002",4,"1155008C",4,2,3,NA,2,1,1,NA,-9,3,6,25000,3,NA,NA,4,2,10,8,4,4
"17003",2,"1155009C",4,1,1,21.2,2,2,1,14,62.6,13,NA,50000,3,1,0,4,2,NA,NA,NA,1
"17004",5,"1155010C",4,2,1,19.78,2,2,1,12,69,13,10,42000,3,1,0,4,2,NA,NA,3,3
"17005",1,"1155011C",4,2,4,17.54,2,1,1,16,62.27,15,NA,60000,3,1,1,4,2,NA,NA,NA,1
"17006",2,"1155012C",4,1,3,12.84,2,1,2,8,64.07,12,7,40000,3,0,0,4,2,NA,NA,3,0
"17007",4,"1155013C",4,1,3,17.71,2,1,1,10,64.83,12,3,18000,NA,1,-1,4,2,8,7,3,2
"17008",0,"1155014C",4,1,3,13.92,2,1,1,8,61.07,4,NA,5000,NA,1,-1,4,2,6,6,3,3
"17009",0,"1155015C",4,2,4,15.39,2,1,1,13,62.8,6,NA,10000,NA,0,-1,4,2,NA,NA,3,1
"17010",5,"1155016C",4,2,4,13.63,2,1,1,11,62.47,4,2,7000,NA,1,-9,4,2,NA,NA,3,3
"17011",2,"1155017C",4,1,3,17.36,2,1,1,8,64.93,6,4,9000,NA,1,-1,4,2,NA,NA,3,1
"17012",1,"1155018C",4,2,4,25.44,2,1,1,17,79,5,5,18000,3,2,-1,4,2,5,6,4,3
"17013",2,"1155020C",4,1,4,12.31,2,1,1,11,59.27,12,7,26000,3,0,-1,4,2,9,9,3,2
"17014",3,"1155021C",4,1,3,14.87,2,1,3,11,67.97,6,3,7000,NA,1,-1,4,2,7,7,2,3
"17015",0,"1155023C",4,2,4,NA,2,1,3,NA,-9,3,2,10000,NA,NA,NA,4,2,NA,NA,NA,5
"17016",0,"1155024C",4,1,3,20.75,2,1,1,6,65.9,5,NA,14000,NA,1,-1,4,2,NA,NA,3,4
"17017",2,"1156001C",4,1,3,NA,2,1,1,NA,-9,10,8,28000,3,NA,NA,1,2,8,7,4,2
"17018",6,"1156002C",4,2,1,18.07,2,2,1,10,63.13,13,3,18000,3,1,0,1,2,NA,NA,NA,1
"17019",1,"1156003C",4,1,3,NA,2,1,1,NA,-9,12,NA,20000,3,NA,NA,1,2,NA,NA,NA,3
"17020",0,"1156004C",4,2,1,16.04,2,2,1,11,63.03,13,11,58000,3,1,0,1,2,10,7,4,2
"17021",2,"1156005C",4,1,4,18.2,2,1,1,7,64,12,6,70000,3,1,0,1,2,6,6,3,1
"17022",1,"1156006C",4,2,1,NA,2,2,3,NA,-9,13,NA,12000,3,NA,NA,1,2,6,7,4,2
"17023",NA,"1156007C",4,2,6,20.42,2,2,NA,12,63.47,NA,3,6000,3,2,1,1,2,8,7,5,NA
"17024",0,"1156009C",4,1,4,22.35,2,1,1,12,66.6,13,5,31200,3,1,0,1,2,7,6,3,2
"17025",0,"1156010C",4,1,4,12.83,2,1,1,9,61.57,8,5,28000,3,0,-1,1,2,5,5,3,3
"17026",NA,"1156011C",4,1,1,21.51,2,2,NA,-9,59.07,NA,3,6000,3,1,0,1,2,9,8,5,NA
"17027",0,"1156012C",4,2,4,12.1,2,1,1,10,77,11,3,12000,3,0,-1,1,2,6,3,3,4
"17028",4,"1156013C",4,2,1,NA,2,2,1,NA,-9,12,10,43000,3,NA,NA,1,2,NA,NA,NA,1
"17029",0,"1156014C",4,2,3,26.69,2,1,1,14,66,10,NA,12000,3,2,2,1,2,NA,NA,NA,2
"17030",0,"1156015C",4,1,1,NA,2,2,1,NA,-9,12,NA,15000,3,NA,NA,1,2,NA,NA,NA,5
"17031",5,"1156016C",4,2,1,19.27,2,2,4,6,59.1,13,3,11700,3,0,1,1,2,NA,NA,NA,0
"17032",5,"1156017C",4,2,4,24.25,2,1,1,12,69.3,12,1,20000,3,1,0,1,2,7,7,3,2
"17033",5,"1156018C",4,2,4,NA,2,1,3,NA,-9,13,6,23000,3,NA,NA,1,2,7,7,5,1
"17034",8,"1156019C",4,1,1,17.6,2,2,3,17,72.8,16,6,28000,3,1,0,1,2,NA,NA,NA,1
"17035",2,"1156020C",4,1,4,NA,2,1,3,NA,-9,16,5,24000,3,NA,NA,1,2,NA,NA,NA,1
"17036",7,"1156021C",4,2,4,NA,2,1,1,NA,-9,6,8,22000,3,NA,NA,1,2,NA,NA,5,1
"17037",4,"1156022C",4,1,1,NA,2,2,1,NA,-9,13,9,22000,3,NA,NA,1,2,7,6,5,2
"17038",0,"1156023C",4,2,1,30.21,2,2,1,15,67.8,13,NA,48000,NA,2,0,1,2,NA,NA,NA,2
"17039",NA,"1157002C",4,2,5,NA,2,2,NA,NA,-9,NA,NA,25000,4,NA,NA,1,1,NA,NA,NA,NA
"17040",NA,"1157003C",4,2,5,-1,NA,NA,NA,-1,66.13,NA,NA,NA,NA,-1,-1,1,1,NA,NA,NA,NA
"17041",6,"1157004C",4,2,4,31.76,2,1,1,14,70.37,6,4,13000,4,2,1,1,1,8,9,3,2
"17042",5,"1157005C",4,1,4,22.82,2,1,1,15,66.93,11,NA,21000,4,2,0,1,1,5,5,3,2
"17043",NA,"1157006C",4,2,4,18.64,NA,NA,NA,12,60.23,NA,NA,NA,4,1,0,1,1,NA,NA,NA,NA
"17044",NA,"1157007C",4,1,4,14.14,NA,NA,NA,12,65.03,NA,5,NA,-9,1,-1,1,1,NA,NA,NA,NA
"17045",6,"1157008C",4,1,4,22.97,2,1,1,13,69.8,11,6,28000,-9,2,-1,1,1,NA,NA,4,3
"17046",0,"1157009C",4,1,4,21.83,2,1,3,11,75.37,8,NA,19000,-9,1,-1,1,1,NA,NA,NA,2
"17047",6,"1157010C",4,2,3,NA,2,1,1,NA,-9,13,NA,14000,NA,NA,NA,1,1,NA,NA,NA,1
"17048",6,"1157011C",4,1,3,17.28,2,1,2,14,62.07,9,NA,35000,-9,1,0,1,1,NA,NA,NA,0
"17049",0,"1157012C",4,2,3,NA,2,1,1,NA,-9,11,NA,32000,NA,NA,NA,1,1,NA,NA,NA,4
"17050",NA,"1157013C",4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,6,3,NA
"17051",6,"1157014C",4,2,1,20.61,2,2,1,10,59.93,12,8,350000,NA,2,0,1,1,NA,NA,NA,1
"17052",NA,"1157016C",4,2,2,11.92,NA,NA,NA,6,59.77,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
"17053",6,"1157017C",4,1,1,NA,2,2,2,NA,-9,16,9,50000,4,NA,NA,1,1,8,9,2,0
"17054",5,"1157019C",4,1,4,17.06,2,1,1,10,65.47,5,5,20000,3,0,-1,1,1,6,6,3,2
"17055",0,"1157020C",4,2,4,16.52,2,1,1,16,68.23,6,3,23000,3,1,-1,1,1,NA,NA,NA,3
"17056",5,"1157021C",4,2,4,11.78,2,1,1,3,65.2,5,4,17000,3,0,-1,1,1,6,6,3,4
"17057",NA,"1157022C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,4,NA
"17058",5,"1157023C",4,1,4,NA,2,1,3,NA,-9,11,NA,25000,3,NA,NA,1,1,NA,NA,NA,2
"17059",NA,"1157024C",4,2,3,NA,2,1,NA,NA,NA,NA,5,14000,3,NA,NA,1,1,8,5,3,NA
"17060",NA,"1159001C",4,2,5,11.68,NA,NA,NA,15,68.47,NA,NA,NA,-1,0,0,1,1,NA,NA,NA,NA
"17061",NA,"1159002C",4,2,5,-1,2,2,NA,-1,63.93,NA,NA,8460,-1,-1,-1,1,1,NA,NA,NA,NA
"17062",NA,"1159004C",4,1,5,-1,2,2,NA,-1,67.77,NA,NA,900,2,-1,-1,1,1,NA,NA,NA,NA
"17063",NA,"1159005C",4,1,5,-1,NA,NA,NA,-1,71.77,NA,NA,NA,NA,-1,-1,1,1,NA,NA,1,NA
"17064",NA,"1159006C",4,1,5,-1,NA,NA,NA,-1,71.97,NA,NA,NA,NA,-1,-1,1,1,NA,NA,NA,NA
"17065",NA,"1159007C",4,2,5,-1,NA,NA,NA,-1,69.4,NA,NA,NA,-1,-1,-1,1,1,NA,NA,NA,NA
"17066",NA,"1159008C",4,1,5,-1,NA,NA,NA,-1,59.1,NA,NA,NA,-1,-1,-1,1,1,6,7,4,NA
"17067",NA,"1159009C",4,1,5,-1,2,2,NA,-1,59.4,NA,NA,45000,-1,-1,-1,1,1,NA,NA,NA,NA
"17068",NA,"1159010C",4,1,5,-1,NA,NA,NA,-1,66.83,NA,NA,NA,NA,-1,-1,1,1,NA,NA,NA,NA
"17069",NA,"1159011C",4,2,5,NA,2,2,NA,NA,NA,NA,NA,9000,-1,NA,NA,1,1,NA,NA,NA,NA
"17070",NA,"1159012C",4,1,-9,-1,NA,NA,NA,-1,67.87,NA,NA,NA,2,-1,-1,1,1,NA,NA,NA,NA
"17071",NA,"1159013C",4,1,-9,24.73,NA,NA,NA,14,79,NA,NA,NA,-1,1,1,1,1,NA,NA,NA,NA
"17072",0,"1159014C",4,1,3,12.07,2,1,1,7,62.13,6,NA,7000,-1,0,-1,1,1,NA,NA,NA,3
"17073",NA,"1159015C",4,1,1,29.58,2,2,NA,12,66.17,NA,4,12000,2,2,-9,1,1,7,8,3,NA
"17074",2,"1159016C",4,1,4,NA,2,1,4,NA,-9,-9,NA,9600,2,NA,NA,1,1,NA,NA,NA,0
"17075",0,"1159017C",4,2,3,17.72,2,1,1,10,60.5,6,NA,10000,NA,1,-1,1,1,NA,NA,NA,2
"17076",0,"1159018C",4,1,4,18.03,2,1,1,-9,64.7,1,NA,10000,NA,1,0,1,1,NA,NA,NA,1
"17077",4,"1159019C",4,2,4,18.1,2,1,3,9,68.23,5,NA,6000,NA,1,0,1,1,NA,NA,NA,5
"17078",5,"1159020C",4,2,2,28.15,1,2,3,17,66.4,16,NA,9500,-1,2,2,1,1,NA,NA,NA,2
"17079",0,"1159021C",4,2,3,16.78,2,1,1,7,64.57,11,NA,1200,2,1,0,1,1,NA,NA,NA,3
"17080",0,"1159022C",4,2,4,22.92,2,1,1,12,68.7,13,NA,6000,2,2,3,1,1,NA,NA,NA,1
"17081",6,"1159023C",4,1,4,15.88,2,1,1,3,69.63,2,4,20000,3,0,-1,1,1,NA,NA,2,1
"17082",0,"1159024C",4,1,4,15.28,2,1,2,11,63.73,6,NA,5000,2,1,0,1,1,7,7,3,0
"17083",0,"1160001C",4,1,5,18.28,2,2,2,15,63.8,13,NA,19000,2,1,1,1,2,NA,NA,5,0
"17084",NA,"1160002C",4,1,5,26.07,2,2,NA,13,67.07,NA,2,8000,NA,2,1,1,2,NA,NA,NA,NA
"17085",NA,"1160003C",4,2,5,13.38,2,2,NA,15,68.4,NA,5,18000,2,1,0,1,2,8,6,4,NA
"17086",2,"1160005C",4,2,3,29.08,2,1,1,15,66.07,13,11,60000,2,2,1,1,2,8,7,3,2
"17087",6,"1160006C",4,1,1,20.48,2,2,1,13,64.67,17,7,55000,2,1,1,1,2,NA,NA,NA,1
"17088",2,"1160007C",4,1,4,30.15,2,1,1,14,67.2,13,6,30000,2,2,1,1,2,NA,NA,4,1
"17089",1,"1160008C",4,2,1,26.52,2,2,1,11,71.47,13,10,40000,2,2,-9,1,2,8,6,5,2
"17090",0,"1160009C",4,1,4,12.54,2,1,1,11,63.5,9,NA,10000,2,1,-1,1,2,NA,NA,NA,1
"17091",7,"1160010C",4,1,1,13.08,2,2,3,7,59.77,17,NA,22000,2,0,0,1,2,NA,NA,NA,1
"17092",7,"1160011C",4,2,1,27.42,2,2,2,9,61.03,14,10,60000,2,2,1,1,2,7,8,3,0
"17093",NA,"1160012C",4,1,1,21.17,NA,NA,NA,12,74,NA,NA,NA,NA,1,0,1,2,NA,NA,NA,NA
"17094",0,"1160014C",4,1,3,26.62,2,1,2,16,69.23,17,9,60000,NA,2,-9,1,2,8,7,3,0
"17095",2,"1160016C",4,2,3,15.79,2,1,4,11,65,15,NA,25000,NA,1,0,1,2,NA,NA,NA,0
"17096",6,"1160017C",4,2,3,25.45,2,1,3,11,62.6,17,3,11000,2,2,1,1,2,7,5,2,1
"17097",4,"1160018C",4,2,1,23.04,2,2,1,14,63.03,18,10,60000,2,2,1,1,2,NA,NA,NA,1
"17098",0,"1160019C",4,2,1,20.2,2,2,1,10,63.63,13,10,65000,3,2,1,1,2,NA,NA,NA,3
"17099",6,"1160020C",4,2,4,25.86,2,1,3,8,68.9,13,4,12000,3,2,-9,1,2,10,7,4,2
"17100",NA,"1160021C",4,2,1,22.41,NA,NA,NA,11,64,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA
"17101",6,"1160022C",4,1,1,18.88,2,2,1,8,62.53,16,NA,65000,3,1,0,1,2,NA,NA,NA,1
"17102",4,"1160023C",4,1,3,26.7,2,1,5,11,70.1,16,NA,1e+05,3,2,1,1,2,NA,NA,NA,1
"17103",0,"1160024C",4,1,1,46.63,2,2,3,17,75.37,16,NA,9600,3,3,1,1,2,8,8,4,2
"17104",NA,"1162001C",4,2,5,NA,2,2,NA,NA,NA,NA,10,68000,4,NA,NA,1,2,NA,NA,NA,NA
"17105",NA,"1162002C",4,2,5,NA,2,2,NA,NA,NA,NA,9,25000,4,NA,NA,1,2,NA,NA,3,NA
"17106",NA,"1162003C",4,2,5,NA,2,2,NA,NA,NA,NA,10,60000,4,NA,NA,1,2,NA,NA,5,NA
"17107",NA,"1162004C",4,1,1,NA,2,2,NA,NA,NA,NA,NA,24000,4,NA,NA,1,2,NA,NA,NA,NA
"17108",NA,"1162005C",4,2,1,NA,2,2,NA,NA,NA,NA,9,38000,4,NA,NA,1,2,NA,NA,NA,NA
"17109",NA,"1162007C",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,NA,NA,NA,NA
"17110",6,"1163001C",4,1,5,-1,2,2,4,-1,70.83,15,10,75000,3,-1,-1,-9,1,7,7,5,0
"17111",1,"1163002C",4,1,5,-1,2,2,3,-1,68.6,15,10,50000,3,-1,-1,-9,1,NA,NA,NA,2
"17112",1,"1163003C",4,2,4,-1,2,1,1,-1,69.37,16,NA,1e+05,NA,-1,-1,-9,1,NA,NA,NA,2
"17113",NA,"1163005C",4,2,5,-1,NA,NA,NA,-1,54.27,NA,NA,NA,3,-1,-1,-9,1,NA,NA,NA,NA
"17114",6,"1163006C",4,2,5,26.68,2,2,1,11,56.03,18,12,125000,3,2,2,-9,1,8,5,2,1
"17115",6,"1163007C",4,1,5,-1,2,2,1,-1,66.6,18,10,55000,3,-1,-1,-9,1,NA,NA,NA,2
"17116",1,"1163008C",4,1,5,-1,2,2,1,-1,65.23,18,10,56000,3,-1,-1,-9,1,NA,NA,NA,1
"17117",6,"1163009C",4,1,5,-1,2,2,3,-1,64.03,18,7,40000,3,-1,-1,-9,1,9,7,3,1
"17118",1,"1163010C",4,1,5,25.43,2,2,2,14,72.2,18,6,50000,3,2,2,-9,1,NA,NA,3,0
"17119",NA,"1163011C",4,1,5,22.82,NA,NA,NA,15,59,NA,NA,NA,3,2,1,-9,1,NA,NA,NA,NA
"17120",6,"1163012C",4,2,5,-1,2,2,1,-1,70.33,17,8,40000,3,-1,-1,-9,1,NA,NA,NA,2
"17121",NA,"1163013C",4,1,5,53.03,2,2,NA,14,64.4,NA,10,110000,3,4,4,-9,1,8,8,5,NA
"17122",3,"1163014C",4,2,5,63.23,2,2,1,17,79,18,9,70000,NA,4,6,-9,1,NA,NA,4,1
"17123",6,"1163015C",4,2,5,-1,2,2,2,-1,72.37,18,5,24000,3,-1,-1,-9,1,NA,NA,3,0
"17124",6,"1163016C",4,2,3,25.26,2,1,4,15,69,16,6,25000,3,2,3,-9,1,NA,NA,NA,0
"17125",6,"1163017C",4,2,3,26.58,2,1,1,8,58.8,16,10,70000,3,2,-9,-9,1,NA,NA,NA,1
"17126",6,"1163018C",4,1,3,32.96,2,1,2,15,68.6,15,7,42000,3,3,2,-9,1,NA,NA,NA,0
"17127",NA,"1163019C",4,1,1,27.29,NA,NA,NA,16,66.7,NA,NA,NA,NA,2,0,-9,1,NA,NA,NA,NA
"17128",6,"1163020C",4,1,4,23.66,2,1,2,15,63.07,16,5,50000,3,1,2,-9,1,8,6,3,0
"17129",6,"1163021C",4,1,4,30.37,2,1,1,13,69.47,11,4,16000,3,2,0,-9,1,8,7,3,2
"17130",7,"1163022C",4,2,1,21.98,2,2,2,16,61.5,16,4,20000,3,2,1,-9,1,NA,NA,NA,0
"17131",6,"1163023C",4,2,3,20.28,2,1,1,5,68.07,13,10,80000,3,1,1,-9,1,NA,NA,NA,1
"17132",6,"1163024C",4,1,1,29.03,2,2,4,10,66.67,16,5,3000,3,3,2,-9,1,NA,NA,4,0
"17133",0,"1163025C",4,1,4,21.69,2,1,4,13,70.67,16,5,21000,3,1,2,-9,1,NA,NA,NA,0
"17134",NA,"1163027C",4,2,1,84.75,NA,NA,NA,17,79,NA,NA,NA,NA,5,6,-9,1,NA,NA,NA,NA
"17135",6,"1164001C",4,2,2,30.94,1,2,4,13,66.73,17,9,80000,-1,3,3,1,1,6,6,3,0
"17136",6,"1164002C",4,1,2,24.53,1,2,1,10,65.63,18,7,50000,-1,2,2,1,1,6,3,3,2
"17137",6,"1164003C",4,1,2,31.71,1,2,1,16,67.4,18,7,80000,NA,3,3,1,1,NA,NA,NA,1
"17138",6,"1164004C",4,1,2,31.97,1,2,4,15,64,16,6,32000,-1,3,4,1,1,NA,NA,NA,0
"17139",0,"1164005C",4,1,2,29.05,1,2,1,9,63.43,17,NA,40000,NA,2,2,1,1,NA,NA,NA,3
"17140",6,"1164006C",4,1,2,26.84,1,2,1,16,62,18,10,60000,NA,2,3,1,1,NA,NA,NA,1
"17141",6,"1164007C",4,2,2,22.69,1,2,1,12,63.03,18,11,95000,-1,2,1,1,1,NA,NA,3,3
"17142",6,"1164008C",4,1,2,33.21,1,2,4,9,63.37,18,6,30000,-1,-9,-9,1,1,NA,NA,NA,0
"17143",6,"1164009C",4,2,2,36.93,1,2,2,13,65.83,16,10,60000,-1,3,3,1,1,NA,NA,NA,0
"17144",2,"1164010C",4,2,2,25.71,1,2,2,11,65.1,18,12,96000,NA,2,3,1,1,8,6,4,0
"17145",NA,"1164011C",4,2,2,23.42,NA,NA,NA,13,66.3,NA,4,NA,-1,2,2,1,1,NA,NA,NA,NA
"17146",NA,"1164012C",4,1,2,32.47,NA,NA,NA,14,61.17,NA,10,NA,-1,3,3,1,1,NA,NA,NA,NA
"17147",6,"1164013C",4,1,2,35.26,1,2,2,15,66.93,16,12,80000,-1,3,3,1,1,8,7,NA,0
"17148",6,"1164014C",4,2,3,18.92,1,1,2,14,60.4,16,NA,1e+05,NA,1,1,1,1,NA,NA,NA,0
"17149",6,"1164015C",4,2,2,38.64,1,2,1,13,69.57,18,8,90000,3,3,3,1,1,NA,NA,NA,1
"17150",6,"1164016C",4,2,3,35.24,1,1,3,10,62.7,16,NA,70000,-1,3,3,1,1,8,7,4,2
"17151",6,"1164017C",4,2,2,39.44,1,2,2,13,65.93,16,11,74000,3,3,4,1,1,NA,NA,3,0
"17152",5,"1164018C",4,2,2,20.83,1,2,1,12,61.5,18,9,54000,3,0,-9,1,1,NA,NA,NA,3
"17153",7,"1164019C",4,2,2,17.87,1,2,4,8,60.27,13,6,50000,3,1,1,1,1,6,6,4,0
"17154",7,"1164020C",4,1,2,33.03,1,2,1,11,67.63,17,7,37000,3,3,1,1,1,NA,NA,NA,2
"17155",6,"1164021C",4,1,7,21.59,2,2,4,9,64.33,18,NA,45000,-1,1,2,1,1,NA,NA,NA,0
"17156",6,"1164022C",4,2,2,18.27,1,2,4,5,62.73,17,9,39000,3,2,1,1,1,NA,NA,NA,0
"17157",6,"1164023C",4,2,3,25.07,1,1,4,16,68.63,16,3,32000,3,2,2,1,1,9,6,3,0
"17158",6,"1164024C",4,1,2,24.13,1,2,4,10,66.5,18,8,25000,3,1,2,1,1,NA,NA,NA,0
"17159",6,"1165001C",4,2,5,37.39,2,2,1,13,67.6,18,13,7e+05,4,3,3,1,1,NA,NA,3,1
"17160",6,"1165003C",4,2,8,23.28,2,2,2,11,63.8,18,12,550000,4,1,2,1,1,7,7,4,0
"17161",6,"1165004C",4,1,8,30.46,1,2,1,14,74.6,22,13,1e+05,4,2,1,1,1,9,9,3,1
"17162",6,"1165005C",4,2,8,37.98,2,2,1,15,70.87,21,13,120000,4,3,3,1,1,9,8,5,1
"17163",0,"1165006C",4,2,5,27.99,2,2,1,15,62.7,13,13,3e+05,4,2,1,1,1,9,7,5,3
"17164",6,"1165007C",4,1,8,28.74,2,2,1,15,70.03,18,13,1e+05,4,2,1,1,1,8,8,4,2
"17165",6,"1165008C",4,1,2,27.17,1,2,4,13,72.7,13,7,30000,4,2,1,1,1,NA,NA,3,0
"17166",3,"1165009C",4,1,1,31.87,2,2,1,14,71.47,22,13,7e+05,4,3,3,1,1,NA,NA,NA,2
"17167",6,"1165010C",4,1,2,41.62,1,2,2,13,69.1,18,13,250000,4,3,4,1,1,NA,NA,4,0
"17168",3,"1165011C",4,2,1,64.33,2,2,1,17,73.67,18,12,2e+05,4,4,6,1,1,NA,NA,4,1
"17169",3,"1165012C",4,1,1,33.63,2,2,1,9,61.97,16,13,2e+05,4,3,2,1,1,8,8,3,1
"17170",6,"1165013C",4,2,2,26.52,1,2,4,14,66.93,11,9,39800,4,2,2,1,1,NA,NA,3,0
"17171",6,"1165014C",4,2,1,59.74,2,2,1,17,72.53,22,9,1e+05,4,4,5,1,1,10,9,4,1
"17172",3,"1165015C",4,1,1,64.59,2,2,1,16,69.47,21,13,4e+05,4,4,1,1,1,NA,NA,5,1
"17173",-9,"1165016C",4,2,1,34.65,2,2,3,14,69.33,20,12,1e+05,4,3,2,1,1,8,8,5,1
"17174",1,"1165017C",4,1,1,34.27,2,2,3,11,71.3,20,13,3e+05,4,2,-9,1,1,NA,NA,2,1
"17175",6,"1165018C",4,2,1,30.37,2,2,1,14,66.8,20,13,3e+05,4,2,1,1,1,9,8,5,1
"17176",6,"1165019C",4,2,1,31.39,2,2,2,15,73.33,19,13,250000,4,2,3,1,1,9,8,5,0
"17177",6,"1165020C",4,2,3,43.61,2,1,2,15,73.3,20,12,892000,4,4,2,1,1,NA,NA,3,0
